If found, please contact tlang@live.unc.edu
Firmware updated: 2023/02/27
OpenOBS SN:000

time,ambient_light,backscatter,pressure,water_temp,battery
1677518559,1892,11270,9823,2158,639
1677518560,1893,11269,9822,2158,639
1677518561,1891,11267,9823,2158,639
1677518562,1893,11275,9821,2158,639
1677518563,1891,11268,9823,2158,639
1677518564,1888,11272,9822,2158,639
1677518565,1899,11276,9822,2158,639
1677518566,1899,11274,9822,2158,639
1677518567,1896,11270,9823,2158,639
1677518568,1878,11274,9824,2158,639
1677518569,1851,11273,9822,2158,639
1677518570,1862,11274,9825,2158,639
1677518571,1853,11273,9822,2158,639
1677518572,1862,11270,9823,2158,639
1677518573,1862,11271,9823,2158,639
1677518574,1861,11272,9822,2158,639
1677518575,1840,11274,9821,2158,639
1677518576,1860,11273,9824,2158,639
1677518576,1859,11266,9821,2158,639
1677518577,1859,11272,9822,2158,639
1677518578,1872,11274,9822,2158,639
1677518579,1896,11275,9820,2158,639
1677518580,1901,11274,9822,2158,639
1677518581,1865,11268,9822,2158,639
1677518582,1863,11268,9822,2159,639
1677518583,1900,11271,9822,2159,639
1677518584,1901,11273,9823,2159,639
1677518585,1902,11271,9823,2159,639
1677518586,1902,11272,9824,2159,639
1677518587,1902,11274,9823,2158,639
1677518588,1906,11274,9823,2159,639
1677518589,1903,11274,9820,2159,639
1677518590,1906,11270,9822,2159,639
1677518591,1831,11275,9822,2159,639
1677518592,1616,11274,9822,2159,639
1677518593,1918,11270,9821,2159,639
1677518594,1943,11274,9822,2159,639
1677518595,1919,11268,9823,2159,639
1677518596,1923,11266,9822,2159,639
1677518597,1907,11267,9823,2159,639
1677518597,1909,11269,9824,2160,639
1677518598,1909,11269,9824,2159,639
1677518599,1912,11270,9823,2160,639
1677518600,1914,11271,9821,2160,639
1677518601,1913,11270,9822,2160,639
1677518602,1914,11273,9823,2160,639
1677518603,1915,11273,9823,2160,639
1677518604,1915,11273,9824,2160,639
1677518605,1915,11269,9824,2160,639
1677518606,1915,11273,9822,2160,639
1677518607,1916,11270,9822,2160,639
1677518608,1915,11267,9823,2160,639
1677518609,1916,11268,9823,2160,639
1677518610,1927,11268,9822,2160,639
1677518611,1927,11277,9824,2160,639
1677518612,1927,11277,9823,2160,639
1677518613,1925,11276,9821,2160,639
1677518614,1924,11267,9823,2161,639
1677518615,1928,11275,9823,2161,639
1677518616,1919,11273,9822,2161,639
1677518617,1912,11271,9821,2160,639
1677518618,1889,11276,9823,2160,639
1677518618,1883,11271,9820,2160,639
1677518619,1887,11273,9824,2161,639
1677518620,1881,11272,9822,2161,639
1677518621,1881,11273,9821,2160,639
1677518622,1868,11268,9822,2160,639
1677518623,1884,11277,9824,2161,639
1677518624,1886,11275,9820,2161,639
1677518625,1890,11265,9821,2161,639
1677518626,1888,11272,9823,2161,639
1677518627,1884,11271,9821,2161,639
1677518628,1876,11272,9819,2161,639
1677518629,1872,11270,9821,2161,639
1677518630,1891,11267,9824,2161,639
1677518631,1857,11267,9824,2161,639
1677518632,1839,11273,9821,2161,639
1677518633,1826,11277,9821,2161,639
1677518634,1819,11274,9822,2161,639
1677518635,1812,11270,9822,2161,639
1677518636,1926,11273,9822,2161,639
1677518637,1944,11272,9822,2161,639
1677518638,1939,11271,9821,2161,639
1677518639,1941,11273,9821,2161,639
1677518639,1946,11270,9819,2161,639
1677518640,1946,11272,9820,2162,639
1677518641,1943,11270,9822,2162,639
1677518642,1908,11270,9823,2162,639
1677518643,1937,11273,9821,2162,639
1677518644,1957,11275,9821,2162,639
1677518645,1958,11265,9821,2162,639
1677518646,1892,11268,9822,2162,639
1677518647,1894,11273,9823,2162,639
1677518648,1866,11269,9822,2162,639
1677518649,1875,11273,9822,2162,639
1677518650,1864,11274,9823,2162,639
1677518651,1889,11271,9822,2162,639
1677518652,1908,11272,9819,2162,639
1677518653,1914,11271,9822,2162,639
1677518654,1913,11276,9821,2162,639
1677518655,1912,11274,9821,2162,639
1677518656,1942,11271,9822,2162,639
1677518657,1930,11273,9823,2162,639
1677518658,1924,11267,9822,2162,639
1677518659,1922,11268,9820,2162,639
1677518659,1925,11272,9821,2162,639
1677518660,1933,11264,9822,2162,639
1677518661,1922,11271,9820,2162,639
1677518662,1946,11269,9824,2162,639
1677518663,1944,11269,9822,2162,639
1677518664,1939,11264,9819,2162,639
1677518665,1946,11265,9821,2162,639
1677518666,1957,11268,9821,2162,639
1677518667,1965,11268,9821,2163,639
1677518668,1968,11272,9821,2162,639
1677518669,1968,11271,9823,2163,639
1677518670,1965,11271,9820,2163,639
1677518671,1961,11269,9821,2163,639
1677518672,1961,11269,9819,2163,639
1677518673,1961,11270,9819,2163,639
1677518674,1961,11264,9820,2163,639
1677518675,1960,11265,9821,2163,639
1677518676,1967,11268,9819,2163,639
1677518677,1467,11280,9824,2163,639
1677518678,1989,11274,9822,2163,639
1677518679,1989,11268,9819,2163,639
1677518680,1989,11270,9821,2163,639
1677518681,1978,11272,9820,2163,639
1677518681,2008,11268,9820,2163,639
1677518682,1960,11270,9821,2163,639
1677518683,1940,11266,9821,2163,639
1677518684,1946,11265,9821,2163,639
1677518685,1912,11260,9819,2163,639
1677518686,1955,11268,9821,2163,639
1677518687,1935,11272,9819,2164,639
1677518688,1975,11261,9823,2164,639
1677518689,1971,11271,9819,2164,639
1677518690,1958,11270,9820,2164,639
1677518691,1948,11271,9822,2164,639
1677518692,1948,11266,9824,2164,639
1677518693,1942,11275,9821,2164,639
1677518694,1953,11271,9822,2164,639
1677518695,1948,11272,9820,2164,639
1677518696,1893,11274,9820,2164,639
1677518697,1963,11268,9821,2164,639
1677518698,1956,11269,9821,2164,639
1677518699,1944,11265,9822,2164,639
1677518700,1942,11272,9821,2164,639
1677518701,1950,11266,9822,2164,639
1677518701,1951,11267,9821,2164,639
1677518702,1950,11270,9821,2164,639
1677518703,1952,11269,9822,2164,639
1677518704,1950,11268,9821,2165,639
1677518705,1951,11267,9820,2165,639
1677518706,1951,11268,9821,2165,639
1677518707,1949,11275,9822,2165,639
1677518708,1947,11265,9821,2165,639
1677518709,1943,11271,9821,2165,639
1677518710,1950,11267,9823,2165,639
1677518711,1954,11266,9818,2165,639
1677518712,1954,11271,9820,2165,639
1677518713,1953,11272,9822,2165,639
1677518714,1953,11277,9820,2165,639
1677518715,1952,11273,9819,2165,639
1677518716,1953,11274,9821,2165,639
1677518717,1953,11272,9820,2165,639
1677518718,1952,11271,9820,2165,639
1677518719,1950,11270,9821,2165,639
1677518720,1947,11269,9821,2165,639
1677518721,1948,11263,9822,2165,639
1677518722,1910,11271,9820,2165,639
1677518722,1897,11271,9821,2166,639
1677518723,1905,11269,9820,2166,639
1677518724,1893,11269,9819,2166,639
1677518725,1919,11273,9819,2166,639
1677518726,1921,11273,9820,2166,639
1677518727,1920,11267,9821,2166,639
1677518728,1951,11273,9821,2166,639
1677518729,1954,11273,9821,2166,639
1677518730,1952,11270,9822,2166,639
1677518731,1947,11274,9818,2166,639
1677518732,1932,11271,9821,2166,639
1677518733,1992,11272,9821,2166,639
1677518734,1992,11271,9820,2166,639
1677518735,1992,11270,9820,2166,639
1677518736,1987,11259,9821,2166,639
1677518737,1961,11266,9820,2166,639
1677518738,1960,11267,9819,2166,639
1677518739,1954,11269,9821,2166,639
1677518740,1955,11270,9823,2166,639
1677518741,1983,11267,9821,2166,639
1677518742,1990,11266,9820,2166,639
1677518743,1986,11267,9821,2166,639
1677518743,1990,11268,9820,2166,639
1677518744,1990,11269,9821,2167,639
1677518745,1990,11268,9819,2167,639
1677518746,1990,11274,9820,2167,639
1677518747,1994,11269,9822,2166,639
1677518748,1992,11268,9818,2167,639
1677518749,1988,11265,9822,2167,639
1677518750,1953,11266,9821,2167,639
1677518751,1958,11268,9819,2167,639
1677518752,1960,11270,9820,2167,639
1677518753,1960,11273,9820,2167,639
1677518754,1961,11266,9822,2167,639
1677518755,1963,11270,9819,2167,639
1677518756,1963,11272,9822,2167,639
1677518757,1948,11271,9820,2167,639
1677518758,1951,11268,9821,2167,639
1677518759,1950,11269,9822,2167,639
1677518760,1948,11273,9821,2167,639
1677518761,1957,11270,9821,2167,639
1677518762,1963,11265,9819,2167,639
1677518763,2002,11268,9822,2167,639
1677518764,2012,11271,9821,2167,639
1677518764,1957,11270,9821,2167,639
1677518765,1986,11267,9821,2167,639
1677518766,1981,11267,9821,2167,639
1677518767,1973,11267,9820,2167,639
1677518768,2008,11268,9820,2168,639
1677518769,2005,11269,9819,2167,639
1677518770,1998,11268,9821,2168,639
1677518771,1999,11274,9818,2168,639
1677518772,2000,11269,9820,2168,639
1677518773,2004,11265,9818,2168,639
1677518774,2019,11267,9820,2168,639
1677518775,2022,11264,9820,2168,639
1677518776,2024,11269,9818,2168,639
1677518777,2026,11266,9821,2168,639
1677518778,2028,11267,9821,2168,639
1677518779,2031,11266,9820,2167,639
1677518780,2030,11271,9821,2168,639
1677518781,2031,11272,9822,2168,639
1677518782,2030,11265,9818,2168,639
1677518783,2025,11274,9819,2167,639
1677518784,2016,11267,9819,2168,639
1677518785,1934,11271,9821,2168,639
1677518785,1933,11266,9821,2168,639
1677518786,1928,11264,9820,2168,639
1677518787,1931,11272,9821,2168,639
1677518788,1951,11271,9820,2168,639
1677518789,1962,11268,9818,2168,639
1677518790,1963,11268,9820,2168,639
1677518791,1965,11271,9821,2168,639
1677518792,1967,11269,9821,2169,639
1677518793,1965,11270,9821,2168,639
1677518794,1958,11270,9821,2168,639
1677518795,1946,11270,9819,2169,639
1677518796,1956,11268,9818,2169,639
1677518797,1957,11269,9821,2169,639
1677518798,1951,11272,9819,2169,639
1677518799,1955,11274,9821,2169,639
1677518800,1955,11270,9822,2169,639
1677518801,1959,11266,9819,2169,639
1677518802,1956,11269,9818,2169,639
1677518803,1959,11268,9819,2169,639
1677518804,1962,11271,9819,2169,639
1677518805,1977,11270,9819,2169,639
1677518806,1979,11269,9820,2170,639
1677518806,1895,11268,9820,2169,639
1677518807,1894,11267,9819,2169,639
1677518808,1943,11271,9819,2169,639
1677518809,1955,11267,9820,2169,639
1677518810,1943,11272,9820,2169,639
1677518811,1852,11270,9819,2170,639
1677518812,1946,11265,9820,2170,639
1677518813,1944,11268,9820,2170,639
1677518814,1949,11271,9819,2170,639
1677518815,1969,11263,9821,2170,639
1677518816,1908,11265,9819,2170,639
1677518817,1896,11266,9819,2170,639
1677518818,1905,11270,9818,2170,639
1677518819,1899,11273,9819,2170,639
1677518820,1912,11274,9819,2170,639
1677518821,1911,11272,9818,2170,639
1677518822,1914,11272,9819,2170,639
1677518823,1912,11270,9819,2170,639
1677518824,1919,11270,9819,2170,639
1677518825,1965,11271,9821,2170,639
1677518826,1962,11270,9821,2170,639
1677518827,1966,11269,9820,2170,639
1677518827,1976,11265,9821,2170,639
1677518828,1965,11267,9819,2170,639
1677518829,1948,11267,9819,2170,639
1677518830,1932,11264,9819,2170,639
1677518831,1965,11269,9819,2170,639
1677518832,1966,11269,9819,2170,639
1677518833,1968,11269,9819,2170,639
1677518834,1965,11266,9819,2171,639
1677518835,1959,11281,9820,2171,639
1677518836,1969,11290,9819,2171,639
1677518837,1983,11274,9819,2171,639
1677518838,1986,11261,9819,2171,639
1677518839,1988,11270,9820,2171,639
1677518840,1988,11269,9818,2171,639
1677518841,1989,11265,9820,2171,639
1677518842,1975,11265,9819,2171,639
1677518843,1837,11272,9819,2171,639
1677518844,1831,11273,9819,2171,639
1677518845,1835,11272,9818,2171,639
1677518846,1796,11274,9820,2171,639
1677518847,1276,11322,9819,2171,639
1677518848,1302,11287,9818,2171,639
1677518848,1493,11288,9820,2171,639
1677518849,1907,11266,9819,2171,639
1677518850,1942,11271,9820,2171,639
1677518851,1946,11267,9818,2171,639
1677518852,1931,11266,9819,2171,639
1677518853,1936,11272,9820,2171,639
1677518854,1938,11264,9820,2171,639
1677518855,1907,11269,9819,2171,639
1677518856,1903,11270,9820,2171,639
1677518857,1869,11268,9818,2172,639
1677518858,1851,11267,9822,2172,639
1677518859,1839,11265,9820,2172,639
1677518860,1880,11268,9820,2172,639
1677518861,1881,11265,9820,2172,639
1677518862,1881,11266,9820,2172,639
1677518863,1881,11267,9820,2172,639
1677518864,1881,11266,9820,2172,639
1677518865,1916,11270,9821,2172,639
1677518866,1990,11269,9819,2172,639
1677518867,1983,11265,9821,2172,639
1677518868,1982,11268,9819,2172,639
1677518869,1979,11266,9819,2172,639
1677518869,1979,11266,9820,2173,639
1677518870,1979,11263,9820,2173,639
1677518871,1982,11269,9820,2173,639
1677518872,1983,11265,9819,2173,639
1677518873,1984,11269,9819,2173,639
1677518874,1992,11267,9820,2173,639
1677518875,1990,11264,9819,2173,639
1677518876,1993,11272,9821,2173,639
1677518877,1988,11269,9819,2173,639
1677518878,1954,11270,9819,2173,639
1677518879,1953,11269,9818,2173,639
1677518880,1953,11263,9818,2173,639
1677518881,1953,11266,9820,2173,639
1677518882,1942,11270,9818,2173,639
1677518883,1942,11265,9819,2173,639
1677518884,1951,11272,9820,2173,639
1677518885,1951,11272,9821,2173,639
1677518886,1952,11267,9818,2173,639
1677518887,1953,11272,9817,2173,639
1677518888,1953,11274,9821,2174,639
1677518889,1956,11266,9820,2173,639
1677518890,1956,11264,9819,2174,639
1677518890,1952,11267,9819,2174,639
1677518891,1944,11268,9819,2174,639
1677518892,1946,11263,9817,2173,639
1677518893,1979,11269,9819,2174,639
1677518894,1992,11266,9818,2174,639
1677518895,1994,11265,9819,2174,639
1677518896,1998,11265,9819,2174,639
1677518897,1994,11272,9819,2174,639
1677518898,2034,11267,9820,2174,639
1677518899,2028,11271,9819,2174,639
1677518900,2028,11269,9819,2174,639
1677518901,2044,11267,9819,2174,639
1677518902,2035,11272,9819,2174,639
1677518903,2038,11268,9820,2174,639
1677518904,2039,11269,9817,2174,639
1677518905,2032,11271,9818,2174,639
1677518906,2045,11265,9820,2174,639
1677518907,2058,11265,9818,2174,639
1677518908,2061,11268,9819,2174,639
1677518909,2064,11266,9821,2174,639
1677518910,2065,11267,9821,2174,639
1677518911,2066,11263,9818,2174,639
1677518911,2067,11264,9816,2174,639
1677518912,2067,11265,9817,2174,639
1677518913,2068,11267,9819,2174,639
1677518914,2068,11268,9819,2174,639
1677518915,2066,11272,9818,2174,639
1677518916,2051,11270,9819,2174,639
1677518917,2028,11262,9818,2174,639
1677518918,2016,11266,9819,2174,639
1677518919,2017,11261,9821,2174,639
1677518920,1935,11268,9818,2175,639
1677518921,1939,11273,9820,2174,639
1677518922,1927,11271,9819,2175,639
1677518923,1999,11269,9820,2175,639
1677518924,1980,11265,9818,2175,639
1677518925,1982,11269,9820,2175,639
1677518926,1978,11270,9821,2175,639
1677518927,1978,11268,9818,2175,639
1677518928,1991,11274,9819,2175,639
1677518929,2000,11272,9818,2175,639
1677518930,2003,11266,9820,2175,639
1677518931,2003,11269,9818,2175,639
1677518932,2003,11270,9816,2175,639
1677518932,2003,11268,9819,2176,639
1677518933,2003,11265,9817,2175,639
1677518934,2005,11267,9821,2175,639
1677518935,2011,11268,9817,2175,639
1677518936,2013,11270,9817,2175,639
1677518937,2031,11264,9820,2176,639
1677518938,2032,11271,9817,2176,639
1677518939,2026,11270,9817,2176,639
1677518940,2026,11268,9818,2176,639
1677518941,2024,11267,9820,2176,639
1677518942,2026,11268,9819,2176,639
1677518943,2028,11265,9819,2176,639
1677518944,2031,11269,9817,2176,639
1677518945,2033,11268,9818,2176,639
1677518946,2036,11266,9818,2176,639
1677518947,2030,11264,9816,2176,639
1677518948,2029,11269,9817,2177,639
1677518949,2024,11267,9818,2176,639
1677518950,2049,11269,9818,2177,639
1677518951,2105,11265,9820,2177,639
1677518952,2115,11265,9816,2177,639
1677518953,2118,11266,9820,2177,639
1677518953,2119,11273,9817,2177,639
1677518954,2123,11265,9819,2177,639
1677518955,2122,11267,9819,2177,639
1677518956,2125,11265,9817,2177,639
1677518957,2127,11268,9819,2177,639
1677518958,2130,11269,9818,2177,639
1677518959,2134,11265,9819,2177,639
1677518960,2135,11264,9817,2177,639
1677518961,2136,11268,9818,2177,639
1677518962,2149,11267,9820,2178,639
1677518963,2148,11271,9818,2178,639
1677518964,2151,11261,9818,2178,639
1677518965,2153,11263,9816,2178,639
1677518966,2155,11268,9819,2178,639
1677518967,2157,11269,9819,2178,639
1677518968,2159,11265,9817,2178,639
1677518969,2161,11261,9817,2178,639
1677518970,2163,11261,9820,2178,639
1677518971,2162,11266,9817,2178,639
1677518972,2164,11262,9818,2178,639
1677518973,2165,11262,9818,2178,639
1677518974,2170,11261,9818,2178,639
1677518974,2166,11264,9819,2178,639
1677518975,2158,11271,9818,2178,639
1677518976,2037,11272,9819,2178,639
1677518977,2034,11269,9817,2178,639
1677518978,1999,11270,9817,2178,639
1677518979,2058,11273,9817,2178,639
1677518980,2005,11273,9815,2178,639
1677518981,1964,11270,9816,2178,639
1677518982,1939,11268,9817,2178,639
1677518983,1953,11270,9820,2179,639
1677518984,1951,11273,9818,2179,639
1677518985,1948,11266,9817,2178,639
1677518986,1922,11274,9817,2179,639
1677518987,1961,11270,9818,2178,639
1677518988,2033,11270,9816,2178,639
1677518989,2033,11271,9817,2178,639
1677518990,2036,11271,9819,2178,639
1677518991,2024,11268,9817,2178,639
1677518992,2023,11263,9816,2179,639
1677518993,2021,11265,9817,2179,639
1677518994,2020,11271,9817,2179,639
1677518995,2022,11269,9820,2179,639
1677518995,2030,11270,9816,2179,639
1677518996,2038,11265,9818,2179,639
1677518997,2040,11272,9819,2179,639
1677518998,2041,11263,9819,2179,639
1677518999,2046,11267,9816,2179,639
1677519000,2039,11269,9818,2179,639
1677519001,2037,11265,9815,2179,639
1677519002,2044,11268,9816,2179,639
1677519003,2000,11267,9816,2179,639
1677519004,2016,11268,9819,2179,639
1677519005,2012,11270,9817,2179,639
1677519006,2015,11268,9819,2179,639
1677519007,2018,11271,9818,2179,639
1677519008,2009,11271,9818,2179,639
1677519009,2018,11271,9820,2179,639
1677519010,2016,11267,9816,2179,639
1677519011,2013,11269,9819,2179,639
1677519012,1967,11269,9817,2179,639
1677519013,1974,11269,9819,2179,639
1677519014,1973,11271,9819,2180,639
1677519015,1968,11271,9818,2179,639
1677519016,1970,11267,9817,2180,639
1677519016,1945,11272,9816,2180,639
1677519017,1951,11267,9817,2180,639
1677519018,1953,11268,9817,2180,639
1677519019,1992,11269,9818,2180,639
1677519020,1983,11266,9816,2180,639
1677519021,2039,11274,9816,2180,639
