if found, contact efe@unc.edu
Running: C:\Users\Ted\Documents\GitHub\OpenOBS\sensor_firmware\sensor_firmware.ino
OpenOBS SN:25

time,R0,Rv,gain,temp
946684802,817,0,1,
946684802,825,0,1,
946684802,820,0,1,
946684802,821,0,1,
946684802,826,0,1,
946684802,818,0,1,
946684802,827,0,1,
946684802,823,0,1,
946684802,823,0,1,
946684802,827,0,1,
946684802,820,0,1,
946684802,828,0,1,
946684802,824,0,1,
946684802,823,0,1,
946684802,828,0,1,
946684802,821,0,1,
946684802,829,0,1,
946684802,825,0,1,
946684802,823,0,1,
946684802,828,0,1,
946684802,820,0,1,
946684802,827,0,1,
946684802,823,0,1,
946684802,821,0,1,
946684802,827,0,1,
946684802,821,0,1,
946684802,822,0,1,
946684802,824,0,1,
946684802,817,0,1,
946684802,825,0,1,
946684802,820,0,1,
946684802,822,0,1,
946684802,824,0,1,
946684802,816,0,1,
946684802,824,0,1,
946684802,820,0,1,
946684802,821,0,1,
946684802,824,0,1,
946684802,817,0,1,
946684802,825,0,1,
946684802,821,0,1,
946684802,821,0,1,
946684802,825,0,1,
946684802,816,0,1,
946684802,825,0,1,
946684802,821,0,1,
946684802,820,0,1,
946684802,824,0,1,
946684802,820,0,1,
946684802,821,0,1,
946684802,824,0,1,
946684802,818,0,1,
946684802,824,0,1,
946684802,824,0,1,
946684802,819,0,1,
946684802,826,0,1,
946684802,819,0,1,
946684803,825,0,1,
946684803,824,0,1,
946684803,819,0,1,
946684803,826,0,1,
946684803,819,0,1,
946684803,824,0,1,
946684803,823,0,1,
946684803,818,0,1,
946684803,826,0,1,
946684803,819,0,1,
946684803,823,0,1,
946684803,825,0,1,
946684803,817,0,1,
946684803,826,0,1,
946684803,820,0,1,
946684803,822,0,1,
946684803,825,0,1,
946684803,818,0,1,
946684803,827,0,1,
946684803,823,0,1,
946684803,822,0,1,
946684803,829,0,1,
946684803,822,0,1,
946684803,830,0,1,
946684803,830,0,1,
946684803,829,0,1,
946684803,837,0,1,
946684803,833,0,1,
946684803,841,0,1,
946684803,842,0,1,
946684803,841,0,1,
946684803,849,0,1,
946684803,842,0,1,
946684803,852,0,1,
946684803,852,0,1,
946684803,848,0,1,
946684803,858,0,1,
946684803,849,0,1,
946684803,855,0,1,
946684803,856,0,1,
946684803,851,0,1,
946684803,859,0,1,
946684803,851,0,1,
946684803,857,0,1,
946684803,857,0,1,
946684803,849,0,1,
946684803,858,0,1,
946684803,853,0,1,
946684803,853,0,1,
946684803,857,0,1,
946684803,848,0,1,
946684803,857,0,1,
946684803,851,0,1,
946684803,852,0,1,
946684803,855,0,1,
946684803,846,0,1,
946684803,853,0,1,
946684803,849,0,1,
946684803,847,0,1,
946684803,851,0,1,
946684803,841,0,1,
946684803,848,0,1,
946684803,844,0,1,
946684803,842,0,1,
946684803,846,0,1,
946684803,837,0,1,
946684803,845,0,1,
946684803,840,0,1,
946684803,837,0,1,
946684803,842,0,1,
946684803,836,0,1,
946684803,839,0,1,
946684803,841,0,1,
946684803,833,0,1,
946684803,842,0,1,
946684803,835,0,1,
946684803,837,0,1,
946684803,840,0,1,
946684803,832,0,1,
946684803,841,0,1,
946684803,835,0,1,
946684803,837,0,1,
946684803,840,0,1,
946684803,831,0,1,
946684803,839,0,1,
946684803,833,0,1,
946684803,833,0,1,
946684803,837,0,1,
946684803,828,0,1,
946684803,836,0,1,
946684803,830,0,1,
946684803,825,0,1,
946684803,835,0,1,
946684803,829,0,1,
946684803,830,0,1,
946684803,833,0,1,
946684803,824,0,1,
946684803,831,0,1,
946684803,830,0,1,
946684803,825,0,1,
946684803,834,0,1,
946684803,824,0,1,
946684803,831,0,1,
946684803,831,0,1,
946684803,825,0,1,
946684803,832,0,1,
946684803,825,0,1,
946684803,830,0,1,
946684803,830,0,1,
946684803,824,0,1,
946684803,831,0,1,
946684803,825,0,1,
946684803,829,0,1,
946684803,829,0,1,
946684803,823,0,1,
946684803,831,0,1,
946684803,824,0,1,
946684803,829,0,1,
946684803,831,0,1,
946684803,825,0,1,
946684803,831,0,1,
946684803,828,0,1,
946684803,828,0,1,
946684803,832,0,1,
946684803,825,0,1,
946684803,834,0,1,
946684803,830,0,1,
946684803,828,0,1,
946684803,834,0,1,
946684803,826,0,1,
946684803,834,0,1,
946684803,832,0,1,
946684803,830,0,1,
946684803,835,0,1,
946684803,829,0,1,
946684803,834,0,1,
946684803,833,0,1,
946684803,829,0,1,
946684803,836,0,1,
946684803,828,0,1,
946684803,834,0,1,
946684803,833,0,1,
946684803,829,0,1,
946684803,836,0,1,
946684803,829,0,1,
946684803,835,0,1,
946684803,835,0,1,
946684803,826,0,1,
946684803,836,0,1,
946684803,832,0,1,
946684803,831,0,1,
946684803,834,0,1,
946684803,826,0,1,
946684803,835,0,1,
946684803,830,0,1,
946684803,829,0,1,
946684803,833,0,1,
946684803,825,0,1,
946684803,835,0,1,
946684803,829,0,1,
946684803,829,0,1,
946684803,833,0,1,
946684803,825,0,1,
946684803,833,0,1,
946684803,830,0,1,
946684803,829,0,1,
946684803,834,0,1,
946684803,827,0,1,
946684803,834,0,1,
946684803,831,0,1,
946684803,829,0,1,
946684803,835,0,1,
946684803,829,0,1,
946684803,832,0,1,
946684803,833,0,1,
946684803,827,0,1,
946684803,835,0,1,
946684803,829,0,1,
946684803,832,0,1,
946684803,833,0,1,
946684803,826,0,1,
946684803,834,0,1,
946684803,829,0,1,
946684803,830,0,1,
946684803,833,0,1,
946684803,826,0,1,
946684803,835,0,1,
946684803,829,0,1,
946684803,831,0,1,
946684803,834,0,1,
946684803,827,0,1,
946684803,833,0,1,
946684803,835,0,1,
946684803,828,0,1,
946684803,835,0,1,
946684803,830,0,1,
946684803,833,0,1,
946684803,835,0,1,
946684804,825,0,1,
946684804,835,0,1,
946684804,834,0,1,
946684804,830,0,1,
946684804,837,0,1,
946684804,831,0,1,
946684804,837,0,1,
946684804,836,0,1,
946684804,830,0,1,
946684804,838,0,1,
946684804,831,0,1,
946684804,835,0,1,
946684804,835,0,1,
946684804,829,0,1,
946684804,837,0,1,
946684804,829,0,1,
946684804,834,0,1,
946684804,834,0,1,
946684804,828,0,1,
946684804,836,0,1,
946684804,828,0,1,
946684804,833,0,1,
946684804,833,0,1,
946684804,827,0,1,
946684804,834,0,1,
946684804,827,0,1,
946684804,830,0,1,
946684804,833,0,1,
946684804,825,0,1,
946684804,833,0,1,
946684804,830,0,1,
946684804,827,0,1,
946684804,832,0,1,
946684804,823,0,1,
946684804,830,0,1,
946684804,827,0,1,
946684804,824,0,1,
946684804,830,0,1,
946684804,821,0,1,
946684804,828,0,1,
946684804,826,0,1,
946684804,822,0,1,
946684804,828,0,1,
946684804,820,0,1,
946684804,826,0,1,
946684804,825,0,1,
946684804,820,0,1,
946684804,827,0,1,
946684804,820,0,1,
946684804,826,0,1,
946684804,824,0,1,
946684804,818,0,1,
946684804,827,0,1,
946684804,823,0,1,
946684804,825,0,1,
946684804,827,0,1,
946684804,821,0,1,
946684804,830,0,1,
946684804,824,0,1,
946684804,825,0,1,
946684804,828,0,1,
946684804,822,0,1,
946684804,829,0,1,
946684804,825,0,1,
946684804,826,0,1,
946684804,829,0,1,
946684804,821,0,1,
946684804,829,0,1,
946684804,824,0,1,
946684804,824,0,1,
946684804,828,0,1,
946684804,821,0,1,
946684804,828,0,1,
946684804,824,0,1,
946684804,821,0,1,
946684804,827,0,1,
946684804,818,0,1,
946684804,824,0,1,
946684804,824,0,1,
946684804,818,0,1,
946684804,825,0,1,
946684804,817,0,1,
946684804,821,0,1,
946684804,822,0,1,
946684804,815,0,1,
946684804,824,0,1,
946684804,817,0,1,
946684804,820,0,1,
946684804,821,0,1,
946684804,814,0,1,
946684804,821,0,1,
946684804,816,0,1,
946684804,818,0,1,
946684804,823,0,1,
946684804,815,0,1,
946684804,818,0,1,
946684804,818,0,1,
946684804,812,0,1,
946684804,820,0,1,
946684804,814,0,1,
946684804,816,0,1,
946684804,817,0,1,
946684804,809,0,1,
946684804,817,0,1,
946684804,815,0,1,
946684804,812,0,1,
946684804,817,0,1,
946684804,809,0,1,
946684804,816,0,1,
946684804,813,0,1,
946684804,809,0,1,
946684804,816,0,1,
946684804,808,0,1,
946684804,814,0,1,
946684804,812,0,1,
946684804,808,0,1,
946684804,816,0,1,
946684804,808,0,1,
946684804,815,0,1,
946684804,814,0,1,
946684804,808,0,1,
946684804,817,0,1,
946684804,810,0,1,
946684804,815,0,1,
946684804,815,0,1,
946684804,810,0,1,
946684804,818,0,1,
946684804,811,0,1,
946684804,813,0,1,
946684804,819,0,1,
946684804,810,0,1,
946684804,819,0,1,
946684804,817,0,1,
946684804,815,0,1,
946684804,821,0,1,
946684804,814,0,1,
946684804,823,0,1,
946684804,819,0,1,
946684804,819,0,1,
946684804,825,0,1,
946684804,818,0,1,
946684804,825,0,1,
946684804,824,0,1,
946684804,822,0,1,
946684804,828,0,1,
946684804,820,0,1,
946684804,829,0,1,
946684804,828,0,1,
946684804,825,0,1,
946684804,831,0,1,
946684804,824,0,1,
946684804,832,0,1,
946684804,830,0,1,
946684804,827,0,1,
946684804,834,0,1,
946684804,829,0,1,
946684804,831,0,1,
946684804,833,0,1,
946684804,826,0,1,
946684804,836,0,1,
946684804,829,0,1,
946684804,831,0,1,
946684804,833,0,1,
946684804,827,0,1,
946684804,835,0,1,
946684804,830,0,1,
946684804,831,0,1,
946684804,833,0,1,
946684804,826,0,1,
946684804,835,0,1,
946684804,831,0,1,
946684804,831,0,1,
946684804,834,0,1,
946684804,827,0,1,
946684804,835,0,1,
946684804,831,0,1,
946684804,832,0,1,
946684804,837,0,1,
946684804,828,0,1,
946684804,832,0,1,
946684804,834,0,1,
946684804,828,0,1,
946684804,837,0,1,
946684804,829,0,1,
946684804,835,0,1,
946684804,834,0,1,
946684804,829,0,1,
946684804,836,0,1,
946684804,828,0,1,
946684804,833,0,1,
946684804,834,0,1,
946684804,828,0,1,
946684804,836,0,1,
946684804,833,0,1,
946684804,826,0,1,
946684804,834,0,1,
946684804,827,0,1,
946684805,831,0,1,
946684805,832,0,1,
946684805,826,0,1,
946684805,833,0,1,
946684805,827,0,1,
946684805,832,0,1,
946684805,832,0,1,
946684805,826,0,1,
946684805,832,0,1,
946684805,831,0,1,
946684805,828,0,1,
946684805,833,0,1,
946684805,826,0,1,
946684805,835,0,1,
946684805,832,0,1,
946684805,829,0,1,
946684805,834,0,1,
946684805,827,0,1,
946684805,833,0,1,
946684805,831,0,1,
946684805,827,0,1,
946684805,833,0,1,
946684805,825,0,1,
946684805,830,0,1,
946684805,828,0,1,
946684805,823,0,1,
946684805,830,0,1,
946684805,821,0,1,
946684805,826,0,1,
946684805,825,0,1,
946684805,819,0,1,
946684805,825,0,1,
946684805,818,0,1,
946684805,821,0,1,
946684805,824,0,1,
946684805,816,0,1,
946684805,823,0,1,
946684805,819,0,1,
946684805,818,0,1,
946684805,821,0,1,
946684805,813,0,1,
946684805,821,0,1,
946684805,818,0,1,
946684805,816,0,1,
946684805,820,0,1,
946684805,812,0,1,
946684805,820,0,1,
946684805,816,0,1,
946684805,815,0,1,
946684805,820,0,1,
946684805,812,0,1,
946684805,821,0,1,
946684805,817,0,1,
946684805,815,0,1,
946684805,820,0,1,
946684805,813,0,1,
946684805,819,0,1,
946684805,818,0,1,
946684805,815,0,1,
946684805,820,0,1,
946684805,815,0,1,
946684805,818,0,1,
946684805,820,0,1,
946684805,812,0,1,
946684805,822,0,1,
946684805,815,0,1,
946684805,818,0,1,
946684805,820,0,1,
946684805,813,0,1,
946684805,820,0,1,
946684805,815,0,1,
946684805,816,0,1,
946684805,818,0,1,
946684805,811,0,1,
946684805,819,0,1,
946684805,814,0,1,
946684805,815,0,1,
946684805,818,0,1,
946684805,810,0,1,
946684805,818,0,1,
946684805,813,0,1,
946684805,814,0,1,
946684805,818,0,1,
946684805,809,0,1,
946684805,817,0,1,
946684805,816,0,1,
946684805,810,0,1,
946684805,818,0,1,
946684805,811,0,1,
946684805,816,0,1,
946684805,817,0,1,
946684805,810,0,1,
946684805,819,0,1,
946684805,813,0,1,
946684805,817,0,1,
946684805,818,0,1,
946684805,812,0,1,
946684805,818,0,1,
946684805,819,0,1,
946684805,813,0,1,
946684805,821,0,1,
946684805,814,0,1,
946684805,818,0,1,
946684805,819,0,1,
946684805,812,0,1,
946684805,819,0,1,
946684805,813,0,1,
946684805,815,0,1,
946684805,816,0,1,
946684805,809,0,1,
946684805,814,0,1,
946684805,811,0,1,
946684805,808,0,1,
946684805,813,0,1,
946684805,805,0,1,
946684805,811,0,1,
946684805,808,0,1,
946684805,803,0,1,
946684805,809,0,1,
946684805,799,0,1,
946684805,806,0,1,
946684805,803,0,1,
946684805,799,0,1,
946684805,805,0,1,
946684805,797,0,1,
946684805,803,0,1,
946684805,802,0,1,
946684805,798,0,1,
946684805,805,0,1,
946684805,797,0,1,
946684805,803,0,1,
946684805,802,0,1,
946684805,798,0,1,
946684805,805,0,1,
946684805,797,0,1,
946684805,803,0,1,
946684805,802,0,1,
946684805,797,0,1,
946684805,805,0,1,
946684805,800,0,1,
946684805,800,0,1,
946684805,804,0,1,
946684805,796,0,1,
946684805,805,0,1,
946684805,801,0,1,
946684805,802,0,1,
946684805,805,0,1,
946684805,798,0,1,
946684805,806,0,1,
946684805,803,0,1,
946684805,801,0,1,
946684805,804,0,1,
946684805,798,0,1,
946684805,805,0,1,
946684805,802,0,1,
946684805,801,0,1,
946684805,806,0,1,
946684805,798,0,1,
946684805,805,0,1,
946684805,802,0,1,
946684805,800,0,1,
946684805,805,0,1,
946684805,798,0,1,
946684805,803,0,1,
946684805,805,0,1,
946684805,797,0,1,
946684805,806,0,1,
946684805,800,0,1,
946684805,802,0,1,
946684805,805,0,1,
946684805,798,0,1,
946684805,806,0,1,
946684805,801,0,1,
946684805,803,0,1,
946684805,804,0,1,
946684805,798,0,1,
946684805,807,0,1,
946684805,801,0,1,
946684805,803,0,1,
946684805,806,0,1,
946684805,798,0,1,
946684805,807,0,1,
946684805,802,0,1,
946684805,803,0,1,
946684805,805,0,1,
946684805,799,0,1,
946684805,806,0,1,
946684805,803,0,1,
946684805,800,0,1,
946684805,808,0,1,
946684805,799,0,1,
946684805,806,0,1,
946684805,804,0,1,
946684805,799,0,1,
946684805,807,0,1,
946684805,800,0,1,
946684805,800,0,1,
946684806,806,0,1,
946684806,798,0,1,
946684806,805,0,1,
946684806,803,0,1,
946684806,800,0,1,
946684806,807,0,1,
946684806,800,0,1,
946684806,804,0,1,
946684806,805,0,1,
946684806,800,0,1,
946684806,808,0,1,
946684806,802,0,1,
946684806,806,0,1,
946684806,807,0,1,
946684806,802,0,1,
946684806,810,0,1,
946684806,803,0,1,
946684806,806,0,1,
946684806,811,0,1,
946684806,803,0,1,
946684806,811,0,1,
946684806,808,0,1,
946684806,807,0,1,
946684806,812,0,1,
946684806,804,0,1,
946684806,812,0,1,
946684806,810,0,1,
946684806,810,0,1,
946684806,815,0,1,
946684806,809,0,1,
946684806,815,0,1,
946684806,814,0,1,
946684806,811,0,1,
946684806,819,0,1,
946684806,810,0,1,
946684806,818,0,1,
946684806,816,0,1,
946684806,813,0,1,
946684806,820,0,1,
946684806,812,0,1,
946684806,820,0,1,
946684806,818,0,1,
946684806,813,0,1,
946684806,820,0,1,
946684806,815,0,1,
946684806,816,0,1,
946684806,820,0,1,
946684806,811,0,1,
946684806,819,0,1,
946684806,815,0,1,
946684806,816,0,1,
946684806,819,0,1,
946684806,811,0,1,
946684806,818,0,1,
946684806,814,0,1,
946684806,813,0,1,
946684806,816,0,1,
946684806,808,0,1,
946684806,815,0,1,
946684806,812,0,1,
946684806,810,0,1,
946684806,814,0,1,
946684806,805,0,1,
946684806,813,0,1,
946684806,808,0,1,
946684806,808,0,1,
946684806,812,0,1,
946684806,803,0,1,
946684806,808,0,1,
946684806,810,0,1,
946684806,803,0,1,
946684806,813,0,1,
946684806,805,0,1,
946684806,809,0,1,
946684806,810,0,1,
946684806,804,0,1,
946684806,812,0,1,
946684806,807,0,1,
946684806,809,0,1,
946684806,810,0,1,
946684806,805,0,1,
946684806,812,0,1,
946684806,806,0,1,
946684806,808,0,1,
946684806,810,0,1,
946684806,802,0,1,
946684806,811,0,1,
946684806,806,0,1,
946684806,807,0,1,
946684806,808,0,1,
946684806,801,0,1,
946684806,809,0,1,
946684806,804,0,1,
946684806,800,0,1,
946684806,807,0,1,
946684806,799,0,1,
946684806,805,0,1,
946684806,803,0,1,
946684806,798,0,1,
946684806,677,0,0,
946684806,684,0,0,
946684806,687,0,0,
946684806,680,0,0,
946684806,687,0,0,
946684806,685,0,0,
946684806,680,0,0,
946684806,688,0,0,
946684806,682,0,0,
946684806,685,0,0,
946684806,686,0,0,
946684806,679,0,0,
946684806,688,0,0,
946684806,684,0,0,
946684806,682,0,0,
946684806,687,0,0,
946684806,679,0,0,
946684806,687,0,0,
946684806,685,0,0,
946684806,677,0,0,
946684806,687,0,0,
946684806,685,0,0,
946684806,680,0,0,
946684806,688,0,0,
946684806,679,0,0,
946684806,684,0,0,
946684806,685,0,0,
946684806,678,0,0,
946684806,686,0,0,
946684806,682,0,0,
946684806,682,0,0,
946684806,686,0,0,
946684806,678,0,0,
946684806,685,0,0,
946684806,684,0,0,
946684806,679,0,0,
946684806,686,0,0,
946684806,679,0,0,
946684806,682,0,0,
946684806,685,0,0,
946684806,677,0,0,
946684806,684,0,0,
946684806,681,0,0,
946684806,680,0,0,
946684806,685,0,0,
946684806,678,0,0,
946684806,680,0,0,
946684806,685,0,0,
946684806,676,0,0,
946684806,684,0,0,
946684806,682,0,0,
946684806,678,0,0,
946684806,685,0,0,
946684806,679,0,0,
946684806,682,0,0,
946684806,685,0,0,
946684806,678,0,0,
946684806,685,0,0,
946684806,682,0,0,
946684806,680,0,0,
946684806,687,0,0,
946684806,678,0,0,
946684806,685,0,0,
946684806,685,0,0,
946684806,679,0,0,
946684806,687,0,0,
946684806,682,0,0,
946684806,681,0,0,
946684806,686,0,0,
946684806,678,0,0,
946684806,684,0,0,
946684806,685,0,0,
946684806,678,0,0,
946684806,685,0,0,
946684806,682,0,0,
946684806,680,0,0,
946684806,685,0,0,
946684806,677,0,0,
946684806,684,0,0,
946684806,683,0,0,
946684806,678,0,0,
946684806,686,0,0,
946684806,680,0,0,
946684806,681,0,0,
946684806,684,0,0,
946684806,678,0,0,
946684806,685,0,0,
946684806,682,0,0,
946684806,679,0,0,
946684806,684,0,0,
946684806,677,0,0,
946684806,682,0,0,
946684806,684,0,0,
946684806,676,0,0,
946684807,685,0,0,
946684807,680,0,0,
946684807,677,0,0,
946684807,684,0,0,
946684807,679,0,0,
946684807,681,0,0,
946684807,799,0,1,22.75
946684807,797,0,1,
946684807,790,0,1,
946684807,798,0,1,
946684807,793,0,1,
946684807,792,0,1,
946684807,797,0,1,
946684807,789,0,1,
946684807,795,0,1,
946684807,794,0,1,
946684807,788,0,1,
946684807,796,0,1,
946684807,791,0,1,
946684807,792,0,1,
946684807,795,0,1,
946684807,787,0,1,
946684807,795,0,1,
946684807,793,0,1,
946684807,790,0,1,
946684807,796,0,1,
946684807,790,0,1,
946684807,789,0,1,
946684807,797,0,1,
946684807,790,0,1,
946684807,797,0,1,
946684807,795,0,1,
946684807,790,0,1,
946684807,798,0,1,
946684807,793,0,1,
946684807,794,0,1,
946684807,798,0,1,
946684807,790,0,1,
946684807,796,0,1,
946684807,794,0,1,
946684807,791,0,1,
946684807,798,0,1,
946684807,791,0,1,
946684807,793,0,1,
946684807,795,0,1,
946684807,788,0,1,
946684807,796,0,1,
946684807,793,0,1,
946684807,791,0,1,
946684807,796,0,1,
946684807,789,0,1,
946684807,794,0,1,
946684807,795,0,1,
946684807,789,0,1,
946684807,796,0,1,
946684807,795,0,1,
946684807,790,0,1,
946684807,797,0,1,
946684807,791,0,1,
946684807,794,0,1,
946684807,796,0,1,
946684807,789,0,1,
